"","AccidentArea","Sex","MaritalStatus","Age","Fault","VehicleCategory","FraudFound_P","Deductible","AgentType","AddressChange_Claim","BasePolicy"
"2012","Rural","Female","Married",38.3821168327704,"Policy Holder","Sedan","1",475.535832578316,"External","no change","All Perils"
"2013","Urban","Male","Married",53.1249936521053,"Policy Holder","Sedan","1",407.812526449561,"External","2 to 3 years","Collision"
"2014","Urban","Male","Single",54.817186485976,"Policy Holder","Utility","1",400,"External","no change","All Perils"
"2015","Rural","Male","Single",38.3973211832345,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"20161","Rural","Male","Single",34.5886156181805,"Policy Holder","Sedan","1",492.779019917361,"External","2 to 3 years","All Perils"
"20171","Rural","Male","Single",48.0500917648897,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"2018","Urban","Male","Married",45.637156820856,"Policy Holder","Sedan","1",429.793573217466,"External","no change","All Perils"
"20191","Rural","Male","Married",48.9683679034933,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"2020","Rural","Female","Married",37.0042208586819,"Third Party","Sedan","1",477.754328562878,"External","no change","All Perils"
"2021","Rural","Female","Married",34.6498385332525,"Policy Holder","Sedan","1",400,"External","4 to 8 years","All Perils"
"20221","Urban","Female","Married",35.7483170218766,"Third Party","Sedan","1",476.258414890617,"External","2 to 3 years","All Perils"
"2023","Urban","Male","Married",19.6977989438456,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"2024","Urban","Male","Single",23.0436474811286,"Policy Holder","Sedan","1",400,"External","4 to 8 years","All Perils"
"20251","Urban","Female","Single",20.2486889362335,"Policy Holder","Sedan","1",400,"External","4 to 8 years","All Perils"
"2026","Rural","Female","Married",22.6585407594685,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"2027","Urban","Female","Single",26.3143723197281,"Policy Holder","Sport","1",400,"External","4 to 8 years","All Perils"
"20281","Urban","Male","Single",24.2969685113057,"Policy Holder","Sport","1",400,"External","no change","Collision"
"2029","Urban","Male","Single",43.6608194981236,"Third Party","Sedan","1",411.306016729213,"External","2 to 3 years","All Perils"
"2030","Urban","Male","Single",34.8231355147436,"Policy Holder","Sedan","1",400,"External","4 to 8 years","Collision"
"20311","Urban","Female","Married",44.6801460525021,"Third Party","Sedan","1",468.01460525021,"External","no change","Collision"
"2032","Rural","Male","Single",32.7906574299559,"Policy Holder","Sport","1",400,"External","no change","Collision"
"2033","Urban","Male","Married",41.0500885727815,"Third Party","Sedan","1",498.330380907282,"External","no change","All Perils"
"20341","Urban","Male","Single",34.7714002737775,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"20351","Urban","Male","Married",41.9883109028451,"Third Party","Sedan","1",498.831090284511,"Internal","2 to 3 years","Collision"
"2036","Urban","Female","Married",32.6335574761033,"Policy Holder","Sedan","1",433.096839115024,"External","no change","Liability"
"2037","Urban","Female","Married",38.2405699677765,"Policy Holder","Sedan","1",462.405699677765,"External","2 to 3 years","All Perils"
"2038","Urban","Male","Single",30.2782625220716,"Policy Holder","Sedan","1",426.739140762947,"External","2 to 3 years","All Perils"
"2039","Urban","Male","Married",41.7869681532029,"Policy Holder","Sedan","1",478.696815320291,"External","no change","Collision"
"2040","Rural","Female","Single",41.2125651687384,"Policy Holder","Sedan","1",495.078532304615,"External","no change","All Perils"
"20411","Urban","Female","Single",34.2184829141479,"Third Party","Sedan","1",475.242439121939,"External","2 to 3 years","All Perils"
"20421","Urban","Female","Married",39.402111178264,"Third Party","Sedan","1",441.798989288509,"External","2 to 3 years","All Perils"
"20431","Urban","Male","Married",45.5619943831116,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"2044","Urban","Female","Single",33.6042281622067,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"20451","Rural","Male","Single",44.3373267001007,"Policy Holder","Utility","1",400,"External","no change","Collision"
"20461","Rural","Female","Single",42.7112713977695,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"2047","Rural","Male","Married",43.7849933009129,"Policy Holder","Sport","1",400,"External","no change","Collision"
"2048","Rural","Male","Single",39.2329491917044,"Policy Holder","Sport","1",400,"External","2 to 3 years","Collision"
"2049","Urban","Female","Married",36.7968451546039,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"2050","Urban","Female","Married",39.8988359482028,"Third Party","Utility","1",400,"External","no change","All Perils"
"2051","Urban","Female","Single",38.3009576266631,"Third Party","Sedan","1",400,"External","no change","Collision"
"20521","Urban","Male","Single",47.0226287348196,"Third Party","Sedan","1",400,"External","2 to 3 years","All Perils"
"20531","Urban","Female","Single",31.1147267965134,"Policy Holder","Sedan","1",488.527320348658,"External","2 to 3 years","All Perils"
"20541","Urban","Male","Single",32,"Policy Holder","Sport","1",400,"External","no change","Liability"
"2055","Rural","Male","Married",32,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"20561","Urban","Male","Married",32,"Policy Holder","Sedan","1",400,"External","4 to 8 years","All Perils"
"20571","Rural","Male","Married",32,"Policy Holder","Sedan","1",400,"External","4 to 8 years","All Perils"
"20581","Urban","Female","Married",32,"Policy Holder","Sport","1",400,"External","no change","Liability"
"2059","Urban","Male","Single",42.6019969475456,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"2060","Urban","Female","Married",48.472365972586,"Third Party","Sport","1",446.063616895117,"External","2 to 3 years","Collision"
"2061","Urban","Male","Married",45.7147493138909,"Third Party","Sedan","1",469.043755717576,"External","2 to 3 years","Collision"
"2062","Rural","Female","Single",33.998538561631,"Policy Holder","Utility","1",400,"External","no change","Collision"
"2063","Urban","Male","Married",50.4730723332614,"Policy Holder","Sedan","1",400,"External","4 to 8 years","Collision"
"2064","Urban","Male","Married",46.9035545261577,"Policy Holder","Sport","1",459.137045615353,"External","2 to 3 years","Liability"
"2065","Urban","Male","Married",33.8074883890804,"Third Party","Sedan","1",419.251161091961,"External","no change","Collision"
"20661","Urban","Male","Single",33.1730705669615,"Policy Holder","Sport","1",482.692943303846,"External","no change","Collision"
"2067","Urban","Male","Single",39.6568184632342,"Policy Holder","Sedan","1",480.811692331918,"External","no change","Collision"
"20681","Urban","Male","Married",34.4580889560748,"Third Party","Sedan","1",406.544127943926,"External","no change","Collision"
"20691","Urban","Female","Single",29.468228564132,"Policy Holder","Sedan","1",490.63542871736,"External","no change","All Perils"
"2070","Urban","Male","Single",33.4627717721742,"Policy Holder","Sedan","1",453.722822782584,"External","no change","Collision"
"20711","Rural","Female","Single",44.3503200502601,"Policy Holder","Sedan","1",419.208841840737,"External","no change","All Perils"
"2072","Urban","Male","Married",45.1203392045572,"Third Party","Sport","1",419.197738636285,"External","2 to 3 years","All Perils"
"20731","Rural","Female","Married",38.9008493390866,"Third Party","Sedan","1",447.890266636387,"External","2 to 3 years","Collision"
"2074","Rural","Male","Single",44.3086839881726,"Policy Holder","Sport","1",424.608773412183,"External","no change","All Perils"
"2075","Urban","Male","Married",46.9442718822975,"Policy Holder","Sport","1",415.081830252893,"External","no change","Collision"
"2076","Urban","Male","Single",46.130292640999,"Third Party","Sedan","1",412.464715726674,"External","2 to 3 years","Collision"
"2077","Urban","Female","Married",30.503898490686,"Policy Holder","Utility","1",400,"External","4 to 8 years","Collision"
"2078","Urban","Male","Single",30.8999065142125,"Third Party","Utility","1",457.99813028425,"External","2 to 3 years","All Perils"
"2079","Rural","Male","Single",32.642811620608,"Policy Holder","Utility","1",400,"External","no change","All Perils"
"20801","Urban","Female","Single",28.6976820162963,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"20811","Urban","Female","Single",26.1338302614167,"Policy Holder","Utility","1",400,"External","2 to 3 years","Collision"
"20821","Urban","Male","Married",29.6127199009061,"Policy Holder","Sedan","1",400,"External","4 to 8 years","All Perils"
"2083","Rural","Male","Married",29.7473882762715,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"2084","Urban","Male","Single",28.0473665352911,"Policy Holder","Sedan","1",400,"External","2 to 3 years","Collision"
"2085","Rural","Male","Single",29.3969714017585,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"2086","Urban","Male","Single",29.6622649133205,"Policy Holder","Sedan","1",400,"External","2 to 3 years","Collision"
"2087","Rural","Male","Single",26.7718840837479,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"20881","Rural","Female","Single",27.5158264115453,"Policy Holder","Sedan","1",400,"External","2 to 3 years","Collision"
"2089","Urban","Male","Married",35.1601399241481,"Policy Holder","Sport","1",400,"External","no change","All Perils"
"20901","Urban","Female","Married",32.846963588614,"Policy Holder","Sedan","1",400,"External","4 to 8 years","All Perils"
"20911","Rural","Male","Married",35.5356546775438,"Policy Holder","Sedan","1",400,"External","no change","Liability"
"2092","Rural","Male","Married",32.6555321021006,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"2093","Urban","Female","Married",33.6666162784677,"Policy Holder","Sedan","1",400,"External","2 to 3 years","Collision"
"20941","Urban","Male","Married",36.0172639456578,"Policy Holder","Sedan","1",416.378934239037,"External","no change","All Perils"
"2095","Urban","Male","Single",35.6204693710897,"Third Party","Sedan","1",457.469795807265,"External","2 to 3 years","Collision"
"2096","Urban","Male","Single",28.3976243627258,"Policy Holder","Utility","1",400,"External","4 to 8 years","Collision"
"2097","Rural","Male","Single",30.6750646540895,"Third Party","Sedan","1",461.251077568159,"External","2 to 3 years","All Perils"
"20981","Urban","Male","Single",33.6411996935494,"Third Party","Sport","1",444.274664623663,"External","no change","Collision"
"20991","Urban","Male","Married",40.8327422761358,"Policy Holder","Sedan","1",492.218281840906,"External","no change","Collision"
"2100","Urban","Male","Single",30.3158016123343,"Third Party","Sedan","1",422.105344082229,"External","no change","Liability"
"21011","Rural","Male","Single",32,"Policy Holder","Sport","1",400,"External","no change","Collision"
"2102","Urban","Male","Single",32.6900431772228,"Third Party","Sedan","1",469.004317722283,"External","2 to 3 years","All Perils"
"21031","Urban","Male","Single",37.5779293598607,"Policy Holder","Sedan","1",455.779293598607,"External","no change","Collision"
"21041","Urban","Female","Married",32.4891796996817,"Policy Holder","Sport","1",400,"External","no change","Liability"
"2105","Urban","Female","Married",32.9555394880008,"Policy Holder","Sport","1",400,"External","no change","Collision"
"21061","Urban","Male","Married",32.816674877191,"Policy Holder","Sport","1",400,"External","no change","Liability"
"21071","Rural","Male","Married",38.096784172114,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"2108","Urban","Male","Married",37.1324418669101,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"2109","Rural","Male","Married",34.8765458744019,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"21101","Urban","Female","Single",38.0548211787827,"Policy Holder","Sedan","1",400,"External","1 year","Collision"
"2111","Urban","Male","Single",40.5544761195779,"Policy Holder","Sedan","1",400,"External","no change","Collision"
"21121","Urban","Male","Married",37.4945373097435,"Policy Holder","Sedan","1",400,"External","no change","All Perils"
"2113","Rural","Male","Married",44.2232969179749,"Policy Holder","Utility","1",400,"External","no change","All Perils"
"21141","Urban","Male","Married",45.6770541097503,"Policy Holder","Utility","1",400,"External","no change","Collision"
"21151","Urban","Male","Single",29.9416099600494,"Policy Holder","Sport","1",400,"External","2 to 3 years","All Perils"
"21161","Urban","Female","Single",38.469901194796,"Policy Holder","Sedan","1",400,"External","4 to 8 years","All Perils"
